5.00E+00,1.46E+01
1.00E+01,4.35E+00
1.50E+01,1.10E+00
2.00E+01,-4.20E-01
2.50E+01,-1.27E+00
3.00E+01,-1.80E+00
3.50E+01,-2.14E+00
4.00E+01,-2.37E+00
4.50E+01,-2.53E+00
5.00E+01,-2.64E+00
5.50E+01,-2.72E+00
6.00E+01,-2.77E+00
6.50E+01,-2.81E+00
7.00E+01,-2.83E+00
7.50E+01,-2.85E+00
8.00E+01,-2.86E+00
8.50E+01,-2.86E+00
9.00E+01,-2.86E+00
9.50E+01,-2.86E+00
1.00E+02,-2.86E+00
1.05E+02,-2.86E+00
1.10E+02,-2.85E+00
1.15E+02,-2.85E+00
1.20E+02,-2.85E+00
1.25E+02,-2.84E+00
1.30E+02,-2.84E+00
1.35E+02,-2.83E+00
1.40E+02,-2.83E+00
1.45E+02,-2.83E+00
1.50E+02,-2.82E+00
1.55E+02,-2.82E+00
1.60E+02,-2.82E+00
1.65E+02,-2.82E+00
1.70E+02,-2.82E+00
1.75E+02,-2.82E+00
1.80E+02,-2.81E+00
1.85E+02,-2.81E+00
1.90E+02,-2.81E+00
1.95E+02,-2.81E+00
2.00E+02,-2.81E+00
2.05E+02,-2.81E+00
2.10E+02,-2.81E+00
2.15E+02,-2.81E+00
2.20E+02,-2.81E+00
2.25E+02,-2.81E+00
2.30E+02,-2.81E+00
2.35E+02,-2.81E+00
2.40E+02,-2.81E+00
2.45E+02,-2.81E+00
2.50E+02,-2.81E+00
2.55E+02,-2.81E+00
2.60E+02,-2.81E+00
2.65E+02,-2.81E+00
2.70E+02,-2.81E+00
2.75E+02,-2.81E+00
2.80E+02,-2.81E+00
2.85E+02,-2.81E+00
2.90E+02,-2.81E+00
2.95E+02,-2.81E+00
3.00E+02,-2.81E+00
3.05E+02,-2.81E+00
3.10E+02,-2.81E+00
3.15E+02,-2.81E+00
3.20E+02,-2.81E+00
3.25E+02,-2.81E+00
3.30E+02,-2.81E+00
3.35E+02,-2.81E+00
3.40E+02,-2.81E+00
3.45E+02,-2.81E+00
3.50E+02,-2.81E+00
3.55E+02,-2.81E+00
3.60E+02,-2.81E+00
3.65E+02,-2.81E+00
3.70E+02,-2.81E+00
3.75E+02,-2.81E+00
3.80E+02,-2.81E+00
3.85E+02,-2.81E+00
3.90E+02,-2.81E+00
3.95E+02,-2.81E+00
